Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDG46,1622.0,OUT018
DRC01,-1034.0,OUT010
FDB15,5590.0,OUT027
NCA17,3836.0,OUT027
FDF10,2405.0,OUT046
FDR26,4294.0,OUT027
FDI02,1950.0,OUT049
NCM54,98.0,OUT010
FDF14,2456.0,OUT013
FDJ33,60.0,OUT010
FDM20,4014.0,OUT035
FDC03,4606.0,OUT027
NCX05,1831.0,OUT046
NCM41,2920.0,OUT027
NCU29,410.0,OUT010
FDQ59,1504.0,OUT017
FDH46,-228.0,OUT010
FDH09,892.0,OUT013
NCD06,652.0,OUT045
FDC15,2578.0,OUT035
DRD37,2228.0,OUT027
FDT28,3830.0,OUT027
FDR28,4110.0,OUT027
FDT38,1488.0,OUT017
FDV34,2738.0,OUT027
FDY52,1166.0,OUT035
FDB34,1440.0,OUT013
DRL23,1466.0,OUT018
DRB24,2471.0,OUT046
FDJ50,901.0,OUT046
FDQ49,2638.0,OUT035
FDP20,2122.0,OUT035
FDV19,4038.0,OUT027
NCR54,2990.0,OUT045
FDO09,2240.0,OUT010
FDS57,2036.0,OUT018
FDN10,1994.0,OUT049
FDV23,2110.0,OUT049
FDY28,3546.0,OUT049
DRG51,2634.0,OUT013
FDD45,-408.0,OUT019
NCL18,4464.0,OUT027
NCM29,2107.0,OUT013
FDF17,4566.0,OUT027
FDE22,2656.0,OUT017
FDQ22,734.0,OUT017
FDS01,2904.0,OUT013
FDW35,2174.0,OUT027
FDJ33,2033.0,OUT046
NCF54,2823.0,OUT035
FDE09,1816.0,OUT013
NCE06,2438.0,OUT045
DRH49,1432.0,OUT049
FDY43,2618.0,OUT045
NCT05,4087.0,OUT017
FDZ34,2956.0,OUT045
FDL38,1560.0,OUT017
FDZ31,3154.0,OUT017
FDR14,1022.0,OUT035
NCN54,1362.0,OUT049
NCC42,3658.0,OUT027
FDK08,1736.0,OUT017
FDP59,1792.0,OUT013
FDV22,2682.0,OUT035
FDD33,3830.0,OUT035
DRE60,5032.0,OUT027
FDK52,3593.0,OUT046
FDA02,2472.0,OUT017
FDM56,1862.0,OUT049
FDE57,2388.0,OUT035
FDM32,1364.0,OUT045
NCQ30,3376.0,OUT027
FDQ27,3198.0,OUT027
FDT60,3446.0,OUT027
FDU43,3958.0,OUT049
NCO55,1802.0,OUT035
FDG02,2942.0,OUT045
FDJ28,3080.0,OUT013
FDP40,1758.0,OUT045
FDJ38,2988.0,OUT045
NCC54,3865.0,OUT017
NCZ41,1989.0,OUT046
FDK38,432.0,OUT019
FDU52,2516.0,OUT013
FDC40,1297.0,OUT046
NCR30,1271.0,OUT017
NCN18,1861.0,OUT017
FDB50,1382.0,OUT035
FDG04,3032.0,OUT013
FDR26,2942.0,OUT035
NCT17,2722.0,OUT018
FDX35,5086.0,OUT027
FDS12,2013.0,OUT046
NCZ29,3436.0,OUT027
FDB38,728.0,OUT010
FDP12,732.0,OUT013
FDP22,917.0,OUT046
FDS26,3870.0,OUT018
FDR52,3089.0,OUT046
DRJ13,2567.0,OUT046
FDU48,3542.0,OUT027
FDE29,1104.0,OUT035
NCT29,2022.0,OUT049
DRK37,2772.0,OUT018
FDK55,1425.0,OUT046
FDR07,1545.0,OUT046
FDO21,5066.0,OUT027
FDK46,4226.0,OUT049
FDB12,1636.0,OUT045
FDT31,4454.0,OUT027
FDJ33,1940.0,OUT045
FDC26,3206.0,OUT027
NCQ02,2880.0,OUT045
FDP08,1180.0,OUT010
FDB11,5022.0,OUT027
FDV55,2376.0,OUT013
FDW20,2066.0,OUT049
NCJ18,-48.0,OUT019
FDC41,974.0,OUT018
FDE14,3146.0,OUT027
FDG35,2904.0,OUT013
FDF45,1136.0,OUT035
FDS19,2770.0,OUT027
FDS58,696.0,OUT019
FDA26,3622.0,OUT017
FDM32,1546.0,OUT049
FDL45,2025.0,OUT046
FDZ55,2654.0,OUT049
FDY37,2422.0,OUT049
FDO46,3093.0,OUT046
FDQ60,1957.0,OUT046
FDA19,1846.0,OUT018
FDL15,2457.0,OUT046
FDM10,3128.0,OUT018
NCL05,792.0,OUT017
DRK49,-1190.0,OUT010
NCE18,5412.0,OUT027
FDG40,694.0,OUT049
DRI59,3436.0,OUT045
FDK28,4166.0,OUT035
NCD06,-1176.0,OUT019
FDO11,2096.0,OUT019
FDK27,1925.0,OUT046
FDT43,2294.0,OUT027
FDD38,1464.0,OUT018
FDA16,3598.0,OUT049
FDL14,3958.0,OUT027
NCM17,810.0,OUT049
FDD20,1912.0,OUT045
FDA40,1386.0,OUT045
FDL43,1178.0,OUT045
FDV15,1542.0,OUT045
FDE52,1517.0,OUT046
NCL17,334.0,OUT010
NCJ31,3636.0,OUT045
FDR60,1174.0,OUT045
NCA18,1951.0,OUT035
FDS21,2550.0,OUT027
FDW09,1454.0,OUT035
FDL26,2584.0,OUT035
FDS47,1192.0,OUT018
FDC39,3269.0,OUT046
FDT51,1966.0,OUT035
FDK40,4300.0,OUT035
NCG19,3590.0,OUT045
FDZ07,1073.0,OUT046
FDF08,2942.0,OUT027
FDO04,976.0,OUT013
FDK41,1092.0,OUT018
FDP15,4146.0,OUT049
NCD43,1422.0,OUT018
NCP18,2391.0,OUT013
FDZ51,1565.0,OUT046
DRH13,1874.0,OUT035
FDF38,648.0,OUT045
NCI43,712.0,OUT045
FDM38,2402.0,OUT027
FDS03,1096.0,OUT013
DRJ47,2810.0,OUT017
FDT50,-312.0,OUT010
FDV02,2745.0,OUT046
NCG18,1737.0,OUT017
FDW52,2677.0,OUT046
FDS40,750.0,OUT035
FDN31,3112.0,OUT017
FDA37,1930.0,OUT045
FDA15,3953.0,OUT046
FDL39,2921.0,OUT046
FDJ53,1856.0,OUT045
FDX22,3432.0,OUT013
NCZ42,3664.0,OUT045
FDD56,4290.0,OUT027
FDD40,3212.0,OUT017
FDS50,3536.0,OUT013
NCN14,2935.0,OUT013
FDT15,3000.0,OUT013
NCS18,3170.0,OUT027
NCO26,-118.0,OUT010
FDF58,782.0,OUT018
NCB19,1407.0,OUT013
FDH26,2392.0,OUT017
DRB24,3904.0,OUT027
FDA49,1150.0,OUT018
FDB32,1454.0,OUT045
FDI36,3258.0,OUT017
NCA17,458.0,OUT010
FDH22,2032.0,OUT013
NCM26,2180.0,OUT018
FDT15,4414.0,OUT027
FDB16,1172.0,OUT018
NCP54,3412.0,OUT027
FDJ36,1728.0,OUT013
FDO28,1828.0,OUT045
FDU09,992.0,OUT013
FDF29,2204.0,OUT017
FDY08,2312.0,OUT013
DRJ59,404.0,OUT018
FDT23,2790.0,OUT027
FDU15,466.0,OUT018
FDT47,1664.0,OUT013
FDI53,688.0,OUT019
FDR59,3946.0,OUT018
FDD53,812.0,OUT035
FDY51,3562.0,OUT017
FDT04,754.0,OUT049
FDU51,2962.0,OUT049
FDG14,2596.0,OUT035
NCU06,3526.0,OUT045
DRG25,2967.0,OUT046
DRH49,1496.0,OUT035
FDN15,2352.0,OUT035
FDL43,1004.0,OUT018
NCT18,2968.0,OUT049
NCB31,4117.0,OUT013
FDK57,2040.0,OUT035
FDY04,740.0,OUT019
NCP54,1929.0,OUT046
FDF41,3884.0,OUT013
FDM01,1608.0,OUT045
FDW03,1642.0,OUT045
FDF28,1926.0,OUT045
FDY37,2410.0,OUT017
FDQ03,3890.0,OUT017
FDP51,3422.0,OUT027
FDJ40,1926.0,OUT017
FDC32,1602.0,OUT049
DRI49,2760.0,OUT027
NCW54,980.0,OUT017
FDF09,738.0,OUT017
FDP45,3770.0,OUT018
DRJ23,2736.0,OUT018
FDS59,1922.0,OUT017
FDY08,2245.0,OUT046
FDX16,2466.0,OUT049
FDY16,2744.0,OUT018
FDK32,2614.0,OUT035
FDQ22,720.0,OUT013
NCC31,2220.0,OUT018
FDG58,2606.0,OUT049
DRF48,3062.0,OUT013
DRH36,1316.0,OUT049
NCR30,1326.0,OUT035
FDB03,1928.0,OUT019
FDZ28,3526.0,OUT027
FDR35,3242.0,OUT017
DRD15,5128.0,OUT027
FDJ33,116.0,OUT019
FDA56,24.0,OUT010
FDP56,805.0,OUT046
NCT30,769.0,OUT046
FDK15,1692.0,OUT017
FDH44,2160.0,OUT018
FDV01,2556.0,OUT013
DRG03,2516.0,OUT017
FDG50,2910.0,OUT027
FDR16,1524.0,OUT010
FDZ60,1721.0,OUT046
DRG03,2366.0,OUT045
FDS56,3976.0,OUT018
FDU33,700.0,OUT045
DRD27,1744.0,OUT035
FDW22,3589.0,OUT046
DRA24,2558.0,OUT045
FDF38,826.0,OUT049
FDX48,2552.0,OUT013
FDS58,2378.0,OUT018
FDC32,1489.0,OUT046
NCQ29,4000.0,OUT045
DRK39,1136.0,OUT018
NCS38,1897.0,OUT017
DRO47,1838.0,OUT013
DRG27,2168.0,OUT027
FDC57,4538.0,OUT027
FDS55,2337.0,OUT046
NCJ06,1650.0,OUT018
FDO01,220.0,OUT019
NCM55,2826.0,OUT045
FDC52,2598.0,OUT049
FDQ15,1248.0,OUT045
NCT30,2214.0,OUT027
NCR42,1990.0,OUT027
FDD28,1086.0,OUT035
FDQ34,1766.0,OUT049
FDZ12,3726.0,OUT027
DRE13,-504.0,OUT019
NCN07,192.0,OUT019
FDM28,2992.0,OUT035
FDI10,2862.0,OUT017
FDQ25,2808.0,OUT013
FDA38,1900.0,OUT010
DRI13,3544.0,OUT049
FDY20,2958.0,OUT027
NCZ53,3071.0,OUT035
NCM31,2307.0,OUT013
DRB01,3086.0,OUT017
DRF37,4151.0,OUT046
NCF42,2862.0,OUT049
FDF16,2120.0,OUT018
FDB41,880.0,OUT013
FDR34,3696.0,OUT013
FDR15,2288.0,OUT018
NCV42,-136.0,OUT019
FDW51,3522.0,OUT035
FDU36,1662.0,OUT017
FDX60,1422.0,OUT049
FDY03,1982.0,OUT035
FDW55,3898.0,OUT045
FDT01,1472.0,OUT010
FDG58,2552.0,OUT013
FDK21,4032.0,OUT017
NCS41,976.0,OUT019
FDS10,2802.0,OUT045
NCT53,2603.0,OUT046
FDJ28,2794.0,OUT018
FDX44,1328.0,OUT045
FDT20,414.0,OUT018
FDO44,1858.0,OUT017
NCX17,3780.0,OUT049
FDY01,1988.0,OUT017
FDJ12,4822.0,OUT027
DRK35,380.0,OUT018
FDD47,784.0,OUT019
NCM53,1806.0,OUT035
FDO45,1512.0,OUT013
NCM42,-182.0,OUT010
FDE04,2917.0,OUT046
NCI30,5336.0,OUT027
FDZ19,2808.0,OUT013
FDW57,2912.0,OUT013
FDA25,1744.0,OUT013
FDT22,965.0,OUT046
FDP51,1992.0,OUT013
FDD48,3322.0,OUT027
FDY39,3078.0,OUT035
FDO48,1652.0,OUT010
FDD23,4454.0,OUT027
DRN35,2084.0,OUT027
FDT01,3542.0,OUT035
FDC20,-1000.0,OUT010
DRJ35,1164.0,OUT035
FDB32,1517.0,OUT046
FDL24,2813.0,OUT046
NCV42,1904.0,OUT035
FDZ46,1757.0,OUT046
FDC15,2496.0,OUT013
FDD08,-1264.0,OUT019
FDY50,1534.0,OUT049
FDD36,1960.0,OUT013
FDG57,2266.0,OUT027
FDL21,508.0,OUT018
FDN16,3146.0,OUT027
FDJ09,2238.0,OUT027
FDS01,944.0,OUT010
FDV33,4252.0,OUT017
DRE12,1930.0,OUT017
FDR07,1604.0,OUT013
FDP48,1048.0,OUT010
NCB55,1031.0,OUT035
FDQ08,1080.0,OUT013
FDR34,3830.0,OUT035
FDO33,1801.0,OUT046
FDP13,594.0,OUT045
FDX12,4006.0,OUT049
NCT06,2730.0,OUT049
FDR16,1488.0,OUT019
FDE36,2681.0,OUT046
FDZ36,3090.0,OUT049
FDV13,1394.0,OUT045
NCZ17,717.0,OUT035
FDU56,2844.0,OUT045
FDM09,2878.0,OUT035
FDV02,2820.0,OUT017
FDS34,1620.0,OUT018
FDA11,1646.0,OUT049
FDP09,3440.0,OUT017
FDB29,3342.0,OUT027
FDT19,2866.0,OUT017
DRH15,826.0,OUT017
FDY38,3733.0,OUT046
FDF14,3882.0,OUT027
FDN48,-420.0,OUT010
FDQ12,3688.0,OUT013
NCJ43,2638.0,OUT045
FDE17,580.0,OUT019
FDB05,4046.0,OUT035
FDH10,2964.0,OUT045
NCR06,762.0,OUT017
FDU32,1720.0,OUT018
FDD56,2902.0,OUT049
FDO36,2634.0,OUT018
FDH16,-436.0,OUT010
FDX10,410.0,OUT018
FDZ37,1582.0,OUT017
FDU31,1584.0,OUT010
DRC49,2368.0,OUT049
FDL15,2338.0,OUT045
FDN32,1024.0,OUT019
DRH59,2672.0,OUT027
NCU29,2430.0,OUT049
FDR37,1028.0,OUT019
FDS14,2262.0,OUT018
FDU02,5038.0,OUT027
FDJ08,3168.0,OUT035
NCZ06,3878.0,OUT045
FDO31,1482.0,OUT049
FDH31,1474.0,OUT018
FDS58,2692.0,OUT017
NCA53,2258.0,OUT027
FDF50,3133.0,OUT046
NCW42,3598.0,OUT049
NCQ17,2354.0,OUT045
FDK51,3938.0,OUT018
NCW41,574.0,OUT010
NCR29,968.0,OUT017
FDB08,652.0,OUT019
FDA40,2894.0,OUT027
FDL14,2318.0,OUT018
FDB47,3281.0,OUT046
FDO03,3794.0,OUT035
DRK13,1204.0,OUT019
FDX13,2008.0,OUT010
FDF52,2905.0,OUT046
FDT11,3084.0,OUT013
FDB08,2600.0,OUT013
FDQ28,2288.0,OUT018
FDD29,3904.0,OUT045
NCQ29,5548.0,OUT027
NCO02,1085.0,OUT013
FDR56,1220.0,OUT010
NCM54,2082.0,OUT049
FDP51,2042.0,OUT035
FDT38,1420.0,OUT013
FDZ20,3762.0,OUT018
FDJ53,1968.0,OUT013
FDX13,4042.0,OUT049
FDP58,3600.0,OUT035
NCK31,-1064.0,OUT019
FDA35,1786.0,OUT018
FDV37,2950.0,OUT018
NCO07,4816.0,OUT027
FDA20,2880.0,OUT045
FDZ59,2838.0,OUT035
NCY17,810.0,OUT017
FDQ28,2614.0,OUT035
FDV35,2534.0,OUT017
FDQ36,696.0,OUT013
FDD34,2362.0,OUT018
FDK51,4104.0,OUT045
FDV31,2908.0,OUT035
FDR04,1684.0,OUT035
FDR14,998.0,OUT049
DRC36,910.0,OUT010
FDE39,32.0,OUT019
FDP57,1794.0,OUT049
FDE57,2261.0,OUT046
NCN18,1769.0,OUT046
NCQ05,2140.0,OUT018
FDW47,2046.0,OUT035
FDV46,2338.0,OUT035
NCP29,902.0,OUT045
FDE09,1542.0,OUT018
NCU06,5054.0,OUT027
FDT19,864.0,OUT010
DRF15,2518.0,OUT017
DRI51,2758.0,OUT013
NCX54,1693.0,OUT013
DRE01,3834.0,OUT013
NCB07,2974.0,OUT045
FDU50,2014.0,OUT035
FDG40,710.0,OUT035
FDW10,2550.0,OUT018
FDX51,3176.0,OUT013
NCP17,944.0,OUT045
FDP21,3156.0,OUT035
FDL04,1590.0,OUT045
FDV23,2008.0,OUT013
FDF24,1377.0,OUT046
FDH56,3326.0,OUT027
FDB51,1126.0,OUT049
FDI58,3038.0,OUT027
FDR20,896.0,OUT013
FDC51,1792.0,OUT018
FDB16,2858.0,OUT027
FDE40,1150.0,OUT049
NCM17,829.0,OUT035
FDU56,3072.0,OUT035
FDS32,404.0,OUT019
FDX02,3658.0,OUT049
FDT39,3942.0,OUT027
FDE35,1090.0,OUT017
NCI42,1408.0,OUT019
DRL23,1711.0,OUT046
FDA10,1945.0,OUT046
FDA11,1588.0,OUT013
NCM06,2433.0,OUT046
NCT05,4171.0,OUT035
NCQ02,1030.0,OUT010
NCY06,2150.0,OUT049
FDY56,3722.0,OUT035
FDL02,1848.0,OUT035
NCI06,2926.0,OUT035
FDQ14,2296.0,OUT045
FDQ12,3696.0,OUT017
FDP36,893.0,OUT046
FDK21,5422.0,OUT027
FDO40,2270.0,OUT045
NCK54,-72.0,OUT019
FDY09,2572.0,OUT018
NCW30,4202.0,OUT049
NCC55,2050.0,OUT027
FDE58,1662.0,OUT018
FDR39,2968.0,OUT013
FDU28,3114.0,OUT049
FDH08,3694.0,OUT017
FDG35,2768.0,OUT045
FDG22,762.0,OUT049
FDC34,2646.0,OUT035
FDP15,3786.0,OUT018
FDK34,1880.0,OUT010
FDU45,2034.0,OUT035
FDQ04,2126.0,OUT027
FDX22,3132.0,OUT018
FDB45,1760.0,OUT017
NCH43,4854.0,OUT027
DRE60,3531.0,OUT046
FDD17,5190.0,OUT027
NCM54,2096.0,OUT017
NCH55,2057.0,OUT013
NCT06,2693.0,OUT017
FDA48,4950.0,OUT027
FDY58,5062.0,OUT027
FDO25,3238.0,OUT045
FDN50,1502.0,OUT045
FDH35,2752.0,OUT035
FDK09,3494.0,OUT045
FDO16,1384.0,OUT013
FDW11,956.0,OUT045
FDU47,3738.0,OUT027
NCQ42,118.0,OUT010
FDK55,2902.0,OUT027
FDN08,2022.0,OUT049
FDT57,3670.0,OUT045
FDJ12,3096.0,OUT018
DRL59,962.0,OUT017
NCN53,573.0,OUT046
FDO51,-1116.0,OUT010
FDK56,3070.0,OUT017
FDY12,1034.0,OUT035
FDU15,810.0,OUT035
FDQ19,3901.0,OUT046
DRF15,2370.0,OUT045
DRE25,-420.0,OUT019
FDK57,1672.0,OUT018
FDD33,1748.0,OUT010
FDR34,5126.0,OUT027
FDU04,1874.0,OUT045
FDE35,-844.0,OUT019
NCD31,2692.0,OUT035
FDJ56,1710.0,OUT035
NCU53,2597.0,OUT046
FDD39,3522.0,OUT035
NCU17,-272.0,OUT019
FDJ20,2013.0,OUT046
NCW41,2240.0,OUT018
FDL52,826.0,OUT035
FDS39,2384.0,OUT035
DRJ47,2672.0,OUT045
FDP13,-1220.0,OUT010
DRK39,-554.0,OUT010
FDF28,152.0,OUT010
FDB09,1912.0,OUT045
FDM51,1673.0,OUT046
DRM49,560.0,OUT018
DRF23,2834.0,OUT013
DRH01,2860.0,OUT035
FDH12,3166.0,OUT027
FDA28,144.0,OUT019
FDW37,1218.0,OUT018
FDF02,1661.0,OUT046
DRL37,739.0,OUT046
NCF43,2245.0,OUT046
FDH08,1696.0,OUT010
FDR34,1784.0,OUT019
NCK19,3160.0,OUT049
NCD55,452.0,OUT018
FDT27,3846.0,OUT049
FDQ57,2270.0,OUT045
FDA47,2752.0,OUT035
DRG15,2500.0,OUT027
FDE05,2140.0,OUT018
FDN46,1661.0,OUT046
FDX27,2998.0,OUT027
FDT51,1740.0,OUT045
FDU33,824.0,OUT013
FDJ16,2426.0,OUT027
FDD20,88.0,OUT019
FDT36,682.0,OUT049
DRF15,3888.0,OUT027
FDN52,-468.0,OUT010
FDC22,4522.0,OUT027
FDX15,2448.0,OUT045
FDT13,3024.0,OUT013
FDU04,2050.0,OUT017
FDU31,1568.0,OUT019
FDW59,2850.0,OUT027
NCO29,2601.0,OUT046
FDL15,2550.0,OUT035
FDI41,2474.0,OUT049
FDQ48,1758.0,OUT049
DRI39,954.0,OUT013
FDI08,4056.0,OUT013
FDC21,1922.0,OUT049
FDF58,1164.0,OUT035
FDS08,900.0,OUT010
FDE47,1884.0,OUT045
NCP18,504.0,OUT019
NCR41,1587.0,OUT013
FDA27,4116.0,OUT013
FDA43,3194.0,OUT035
FDA49,1308.0,OUT045
NCE55,2548.0,OUT018
DRM49,2268.0,OUT027
FDF22,4838.0,OUT027
FDQ15,1106.0,OUT018
NCS54,2845.0,OUT017
NCY05,635.0,OUT013
FDR45,3797.0,OUT046
FDK57,2054.0,OUT049
FDF41,1972.0,OUT010
FDV21,1993.0,OUT046
FDD51,761.0,OUT046
FDF33,1777.0,OUT046
FDA38,3773.0,OUT046
FDR56,3054.0,OUT045
NCN41,2004.0,OUT017
FDC60,2914.0,OUT027
FDB47,3198.0,OUT045
DRH01,2822.0,OUT013
FDW08,1685.0,OUT046
FDF38,2178.0,OUT027
FDY32,2660.0,OUT017
FDG34,1926.0,OUT049
FDG47,2204.0,OUT019
NCF18,3097.0,OUT035
FDL39,1012.0,OUT019
NCH55,2117.0,OUT035
DRJ35,1116.0,OUT049
FDS44,3934.0,OUT035
DRE01,3544.0,OUT018
FDY39,3020.0,OUT013
FDY32,2314.0,OUT018
FDR33,3242.0,OUT027
NCP50,1406.0,OUT049
FDZ47,1406.0,OUT018
FDU57,2570.0,OUT049
FDY44,3184.0,OUT013
DRH59,968.0,OUT018
FDB03,5278.0,OUT027
FDY46,2878.0,OUT045
FDM39,2720.0,OUT045
FDY36,1350.0,OUT035
NCM55,3018.0,OUT035
FDJ50,-1032.0,OUT010
DRL60,2450.0,OUT013
NCJ54,3750.0,OUT049
FDX59,670.0,OUT017
FDI07,3256.0,OUT013
DRF51,-1282.0,OUT010
FDM14,1862.0,OUT017
FDP21,2944.0,OUT045
FDE40,1208.0,OUT035
FDE05,2528.0,OUT035
FDM13,3574.0,OUT027
FDC34,3974.0,OUT027
NCI55,1708.0,OUT018
NCE43,2398.0,OUT018
FDW58,1494.0,OUT018
FDG60,3616.0,OUT045
FDV31,2882.0,OUT017
FDR47,3120.0,OUT013
FDM60,-1152.0,OUT019
NCF06,3812.0,OUT018
NCN26,3314.0,OUT027
FDQ59,1558.0,OUT049
FDF09,633.0,OUT046
NCS06,4243.0,OUT017
FDT44,1889.0,OUT046
FDI19,3950.0,OUT017
FDT22,1062.0,OUT017
NCF54,4140.0,OUT027
DRG25,2870.0,OUT045
FDB59,3226.0,OUT017
FDQ37,3162.0,OUT017
FDP56,926.0,OUT035
FDW44,2910.0,OUT035
FDJ26,1528.0,OUT010
FDU43,3564.0,OUT018
FDW33,1588.0,OUT045
NCX53,3724.0,OUT027
FDN56,440.0,OUT010
DRF15,2540.0,OUT049
FDO33,1920.0,OUT017
FDZ39,-184.0,OUT010
NCJ19,968.0,OUT017
FDU01,3118.0,OUT035
FDT12,3726.0,OUT035
NCM18,740.0,OUT018
FDP19,2136.0,OUT017
NCR42,650.0,OUT049
FDN10,1909.0,OUT046
FDG44,996.0,OUT017
FDQ10,2729.0,OUT046
DRH13,1812.0,OUT049
FDT52,3960.0,OUT013
FDM56,1686.0,OUT045
NCO43,-302.0,OUT010
NCV29,2921.0,OUT035
NCF06,4125.0,OUT013
FDO50,1610.0,OUT035
FDT59,3684.0,OUT013
FDX40,2074.0,OUT027
FDE50,3100.0,OUT017
FDX51,3264.0,OUT017
NCD30,1328.0,OUT018
FDK15,1648.0,OUT013
FDL12,952.0,OUT045
FDK46,4186.0,OUT017
DRH49,-582.0,OUT010
FDQ57,2361.0,OUT046
FDY59,1608.0,OUT017
FDO09,3928.0,OUT018
NCG30,2107.0,OUT035
FDM09,2808.0,OUT017
NCN17,3066.0,OUT027
NCS42,1465.0,OUT013
FDD02,-4.0,OUT019
FDE34,2932.0,OUT013
FDU38,2954.0,OUT045
FDB33,2513.0,OUT046
NCJ29,1472.0,OUT017
FDZ27,946.0,OUT035
FDI40,1688.0,OUT013
FDG22,736.0,OUT013
FDT51,1922.0,OUT017
FDF20,2904.0,OUT018
FDV50,2078.0,OUT035
FDT02,742.0,OUT049
DRC49,2392.0,OUT017
FDF26,2578.0,OUT049
FDV52,2066.0,OUT035
FDX59,710.0,OUT049
FDV25,3642.0,OUT035
FDW23,2102.0,OUT027
FDE53,1492.0,OUT018
FDA19,2172.0,OUT017
FDH22,2005.0,OUT046
NCO41,1599.0,OUT013
FDX12,3968.0,OUT017
FDF17,3164.0,OUT013
FDS11,3474.0,OUT045
FDR51,2556.0,OUT035
FDT49,-232.0,OUT010
FDC56,1956.0,OUT013
FDR13,3374.0,OUT027
FDQ60,2094.0,OUT035
FDN38,4074.0,OUT049
NCL29,2513.0,OUT013
FDO13,4062.0,OUT027
FDE26,2042.0,OUT018
FDA31,808.0,OUT010
FDX14,1348.0,OUT035
FDA34,2686.0,OUT045
FDF26,2532.0,OUT013
FDE38,2558.0,OUT045
DRI11,1827.0,OUT046
FDQ60,3390.0,OUT027
FDL21,2182.0,OUT027
DRC12,4508.0,OUT027
FDC47,3589.0,OUT046
FDE57,2150.0,OUT045
FDT14,1870.0,OUT045
NCZ53,2985.0,OUT046
FDE28,3438.0,OUT018
FDR19,2450.0,OUT035
NCF54,824.0,OUT019
FDZ08,1373.0,OUT046
NCJ05,2190.0,OUT018
FDF59,2033.0,OUT046
NCO05,1716.0,OUT035
FDW24,582.0,OUT018
NCX42,2378.0,OUT018
NCA53,916.0,OUT035
FDI45,908.0,OUT019
FDG46,1865.0,OUT046
FDM20,1940.0,OUT010
FDW11,-904.0,OUT010
FDX08,2972.0,OUT035
NCK17,794.0,OUT035
FDK32,2230.0,OUT018
NCA42,2653.0,OUT035
DRI01,2856.0,OUT035
NCL55,4088.0,OUT049
DRE25,1280.0,OUT018
FDD14,2972.0,OUT017
FDB10,3725.0,OUT046
DRN11,2420.0,OUT035
FDP38,606.0,OUT018
NCA30,3041.0,OUT017
FDT15,3068.0,OUT017
NCP55,692.0,OUT018
FDF12,2490.0,OUT035
FDM21,3798.0,OUT018
FDX56,3436.0,OUT035
FDF10,2448.0,OUT017
FDT32,2962.0,OUT045
FDM51,1450.0,OUT018
NCR50,2200.0,OUT018
FDI19,3942.0,OUT049
FDX21,1812.0,OUT017
FDR31,2490.0,OUT035
FDY02,4208.0,OUT013
NCA29,2600.0,OUT045
NCX17,3625.0,OUT046
FDM12,2972.0,OUT045
FDI53,4046.0,OUT027
NCU30,2694.0,OUT049
FDC56,3382.0,OUT027
FDK27,1738.0,OUT018
NCK18,2720.0,OUT017
FDB52,2164.0,OUT019
DRG25,4456.0,OUT027
FDZ13,1006.0,OUT049
FDB57,1692.0,OUT019
FDR40,1409.0,OUT046
NCO14,-1184.0,OUT019
NCN19,2918.0,OUT045
FDQ28,612.0,OUT019
FDO13,2376.0,OUT018
FDK48,1308.0,OUT013
FDU07,2186.0,OUT018
FDW20,1989.0,OUT046
FDV12,-276.0,OUT010
FDH24,2568.0,OUT013
FDV59,3530.0,OUT049
FDK57,1840.0,OUT045
FDL16,2194.0,OUT027
NCQ17,2437.0,OUT046
FDJ15,2750.0,OUT018
FDX24,1630.0,OUT049
FDT47,1617.0,OUT046
FDT10,1158.0,OUT049
FDZ37,1248.0,OUT018
FDW43,5138.0,OUT027
DRN36,1638.0,OUT017
FDJ14,1282.0,OUT045
FDA32,3488.0,OUT013
FDJ38,1172.0,OUT019
FDQ57,2436.0,OUT017
NCQ41,1112.0,OUT019
FDG56,1142.0,OUT049
DRC13,3508.0,OUT027
FDV55,2434.0,OUT035
FDQ49,2470.0,OUT045
FDE29,-952.0,OUT010
FDR03,3364.0,OUT013
FDD45,1602.0,OUT049
FDN38,2056.0,OUT010
FDT56,997.0,OUT046
FDT48,3100.0,OUT045
FDU03,3026.0,OUT049
FDC56,-36.0,OUT010
NCO43,3034.0,OUT027
FDQ27,1784.0,OUT017
FDR03,3337.0,OUT046
DRH23,-1054.0,OUT010
FDG22,610.0,OUT045
NCJ42,1693.0,OUT013
FDR24,1517.0,OUT046
FDW60,2982.0,OUT035
FDJ08,3044.0,OUT013
DRL59,634.0,OUT018
FDG60,1756.0,OUT010
FDW27,2604.0,OUT017
FDX14,1008.0,OUT018
FDC20,976.0,OUT013
NCS29,3880.0,OUT018
FDJ56,1593.0,OUT046
FDB20,-656.0,OUT019
FDL28,5126.0,OUT027
FDW01,2174.0,OUT018
FDL03,3197.0,OUT046
FDX22,3470.0,OUT049
FDJ21,2488.0,OUT035
FDR31,2310.0,OUT045
FDG21,2576.0,OUT035
FDS22,2234.0,OUT027
FDK08,1766.0,OUT035
FDE17,2230.0,OUT018
NCN30,1612.0,OUT017
FDT50,1613.0,OUT046
NCX42,2686.0,OUT049
FDJ12,3468.0,OUT035
NCA18,3310.0,OUT027
FDP23,1540.0,OUT019
FDX12,3916.0,OUT013
FDN40,2196.0,OUT018
FDV48,1450.0,OUT035
NCY54,2719.0,OUT013
FDL16,-1192.0,OUT010
FDR45,3558.0,OUT018
